,player_id,player_slug,first_name,last_name,player_url,flag_code,residence,birthplace,birthdate,birth_year,birth_month,birth_day,turned_pro,weight_lbs,weight_kg,height_ft,height_inches,height_cm,handedness,backhand
5198,kc44,shahbaaz-khan,Shahbaaz,Khan,http://www.atpworldtour.com/en/players/shahbaaz-khan/kc44/overview,IND,,"Mumbai, India",1992.07.04,1992.0,7.0,4.0,,176.0,80.0,"6'1""",73.0,,Right-Handed,Two-Handed Backhand
5199,kc50,alexandr-kushakov,Alexandr,Kushakov,http://www.atpworldtour.com/en/players/alexandr-kushakov/kc50/overview,UKR,,,1991.05.02,1991.0,5.0,2.0,,,,,,,Right-Handed,Two-Handed Backhand
5200,kc55,krasimir-kolev,Krasimir,Kolev,http://www.atpworldtour.com/en/players/krasimir-kolev/kc55/overview,USA,,,1979.11.12,1979.0,11.0,12.0,,,,,,,Ambidextrous,
5201,kc56,aslan-karatsev,Aslan,Karatsev,http://www.atpworldtour.com/en/players/aslan-karatsev/kc56/overview,RUS,,,1993.09.04,1993.0,9.0,4.0,,,,,,,Right-Handed,Two-Handed Backhand
5202,kc69,rewat-kitprasertsakul,Rewat,Kitprasertsakul,http://www.atpworldtour.com/en/players/rewat-kitprasertsakul/kc69/overview,THA,,,,,,,,,,,,,Ambidextrous,
5203,kc68,mohamed-nazim-khan,Mohamed Nazim,Khan,http://www.atpworldtour.com/en/players/mohamed-nazim-khan/kc68/overview,MAS,,,1993.06.27,1993.0,6.0,27.0,,,,,,,,
5204,kc86,darian-king,Darian,King,http://www.atpworldtour.com/en/players/darian-king/kc86/overview,BAR,"Bridgetown, Barbados","Bridgetown, Barbados",1992.04.26,1992.0,4.0,26.0,2010.0,170.0,77.0,"6'2""",74.0,,Right-Handed,Two-Handed Backhand
5205,kd19,svyatoslav-knyazev,Svyatoslav,Knyazev,http://www.atpworldtour.com/en/players/svyatoslav-knyazev/kd19/overview,RUS,,,1992.10.18,1992.0,10.0,18.0,,,,,,,Ambidextrous,
5206,kd14,duje-kekez,Duje,Kekez,http://www.atpworldtour.com/en/players/duje-kekez/kd14/overview,CRO,,,1993.03.30,1993.0,3.0,30.0,,,,,,,Right-Handed,Two-Handed Backhand
5207,kc74,jacob-kahoun,Jacob,Kahoun,http://www.atpworldtour.com/en/players/jacob-kahoun/kc74/overview,SUI,"Visp, Switzerland","Visp, Switzerland",1992.04.05,1992.0,4.0,5.0,,141.0,64.0,"5'8""",68.0,,Ambidextrous,Two-Handed Backhand
5208,kd25,alfredo-krywacz,Alfredo,Krywacz,http://www.atpworldtour.com/en/players/alfredo-krywacz/kd25/overview,BRA,,,1985.09.12,1985.0,9.0,12.0,,,,,,,Right-Handed,
5209,kd34,maximilian-kolleritsch,Maximilian,Kolleritsch,http://www.atpworldtour.com/en/players/maximilian-kolleritsch/kd34/overview,GER,,,1993.08.11,1993.0,8.0,11.0,,,,,,,Right-Handed,Two-Handed Backhand
5210,kd43,arjun-kadhe,Arjun,Kadhe,http://www.atpworldtour.com/en/players/arjun-kadhe/kd43/overview,IND,,,1994.01.07,1994.0,1.0,7.0,,,,,,,Right-Handed,Two-Handed Backhand
5211,kd35,thai-son-kwiatkowski,Thai-Son,Kwiatkowski,http://www.atpworldtour.com/en/players/thai-son-kwiatkowski/kd35/overview,USA,"Charlotte, NC, USA","Charlotte, NC, USA",1995.02.13,1995.0,2.0,13.0,2017.0,165.0,75.0,"6'2""",74.0,,Right-Handed,Two-Handed Backhand
5212,kd45,stuart-kenyon,Stuart,Kenyon,http://www.atpworldtour.com/en/players/stuart-kenyon/kd45/overview,USA,,,1992.12.19,1992.0,12.0,19.0,,,,,,,Ambidextrous,
5213,kd46,thanasi-kokkinakis,Thanasi,Kokkinakis,http://www.atpworldtour.com/en/players/thanasi-kokkinakis/kd46/overview,AUS,"Adelaide, Australia","Adelaide, Australia",1996.04.10,1996.0,4.0,10.0,2013.0,181.0,82.0,"6'5""",77.0,,Right-Handed,Two-Handed Backhand
5214,kd77,neven-krivokuca,Neven,Krivokuca,http://www.atpworldtour.com/en/players/neven-krivokuca/kd77/overview,CRO,"Pula, Croatia","Stuttgart, Germany",1995.09.15,1995.0,9.0,15.0,,150.0,68.0,"5'11""",71.0,,Left-Handed,Two-Handed Backhand
5215,kd70,pedja-krstin,Pedja,Krstin,http://www.atpworldtour.com/en/players/pedja-krstin/kd70/overview,SRB,"Mokrin, Serbia","Mokrin, Serbia",1994.09.03,1994.0,9.0,3.0,,161.0,73.0,"6'0""",72.0,,Right-Handed,Two-Handed Backhand
5216,kd78,kirill-kasyanov,Kirill,Kasyanov,http://www.atpworldtour.com/en/players/kirill-kasyanov/kd78/overview,USA,,,1989.09.25,1989.0,9.0,25.0,,,,,,,Right-Handed,Two-Handed Backhand
5217,kd87,evgeny-karlovskiy,Evgeny,Karlovskiy,http://www.atpworldtour.com/en/players/evgeny-karlovskiy/kd87/overview,RUS,"Moscow, Russia","Moscow, Russia",1994.08.07,1994.0,8.0,7.0,,187.0,85.0,"6'3""",75.0,,Right-Handed,Two-Handed Backhand
5218,kd88,kevin-kaczynski,Kevin,Kaczynski,http://www.atpworldtour.com/en/players/kevin-kaczynski/kd88/overview,GER,,,1994.04.06,1994.0,4.0,6.0,,,,,,,Right-Handed,Two-Handed Backhand
5219,ke04,jessy-kalambay,Jessy,Kalambay,http://www.atpworldtour.com/en/players/jessy-kalambay/ke04/overview,SUI,Switzerland,"Yverdon, Switzerland",1992.10.30,1992.0,10.0,30.0,,214.0,97.0,"6'4""",76.0,,Right-Handed,
5220,ke17,nick-kyrgios,Nick,Kyrgios,http://www.atpworldtour.com/en/players/nick-kyrgios/ke17/overview,AUS,"Canberra, AUS / Nassau, BAH","Canberra, Australia",1995.04.27,1995.0,4.0,27.0,2013.0,187.0,85.0,"6'4""",76.0,193.0,Right-Handed,Two-Handed Backhand
5221,ke19,vitaly-kozyukov,Vitaly,Kozyukov,http://www.atpworldtour.com/en/players/vitaly-kozyukov/ke19/overview,RUS,,"Monino, Russia",1994.06.02,1994.0,6.0,2.0,,181.0,82.0,"6'2""",74.0,,Right-Handed,Two-Handed Backhand
5222,ke43,chayanon-kaewsuto,Chayanon,Kaewsuto,http://www.atpworldtour.com/en/players/chayanon-kaewsuto/ke43/overview,THA,,,1995.06.16,1995.0,6.0,16.0,,,,,,,Right-Handed,
5223,ke29,karen-khachanov,Karen,Khachanov,http://www.atpworldtour.com/en/players/karen-khachanov/ke29/overview,RUS,"Dubai, United Arab Emirates","Moscow, Russia",1996.05.21,1996.0,5.0,21.0,2013.0,194.0,88.0,"6'6""",78.0,,Right-Handed,Two-Handed Backhand
5224,ke57,b-kin,B.,Kin,http://www.atpworldtour.com/en/players/b-kin/ke57/overview,KOR,,,,,,,,,,,,,,
5225,ke46,mohamed-ali-kraimi,Mohamed Ali,Kraimi,http://www.atpworldtour.com/en/players/mohamed-ali-kraimi/ke46/overview,MAR,,,1991.12.25,1991.0,12.0,25.0,,,,,,,,
5226,ke81,filip-karlsson,Filip,Karlsson,http://www.atpworldtour.com/en/players/filip-karlsson/ke81/overview,SWE,,,1994.04.30,1994.0,4.0,30.0,,,,,,,Ambidextrous,
5227,ke98,l-kroll,L.,Kroll,http://www.atpworldtour.com/en/players/l-kroll/ke98/overview,USA,,,,,,,,,,,,,Ambidextrous,
5228,ke61,maxim-kravtsov,Maxim,Kravtsov,http://www.atpworldtour.com/en/players/maxim-kravtsov/ke61/overview,RUS,,,1995.03.06,1995.0,3.0,6.0,,,,,,,Ambidextrous,
5229,ke64,stefan-kozlov,Stefan,Kozlov,http://www.atpworldtour.com/en/players/stefan-kozlov/ke64/overview,USA,"Pembroke Pines, FL, USA","Skopje, Macedonia",1998.02.01,1998.0,2.0,1.0,2013.0,174.0,79.0,"6'0""",72.0,,Right-Handed,Two-Handed Backhand
5230,kf11,b-kelly,B.,Kelly,http://www.atpworldtour.com/en/players/b-kelly/kf11/overview,,,,,,,,,,,,,,Ambidextrous,
5231,kf04,unknown-koeck,Unknown,Koeck,http://www.atpworldtour.com/en/players/unknown-koeck/kf04/overview,,,,,,,,,,,,,,,
5232,kf12,k-kelkher,K.,Kelkher,http://www.atpworldtour.com/en/players/k-kelkher/kf12/overview,IRL,,,,,,,,,,,,,Ambidextrous,
5233,kf14,peter-keller,Peter,Keller,http://www.atpworldtour.com/en/players/peter-keller/kf14/overview,AUS,,,1944.10.19,1944.0,10.0,19.0,,,,,,,Ambidextrous,
5234,kf17,soon-woo-kwon,Soon Woo,Kwon,http://www.atpworldtour.com/en/players/soon-woo-kwon/kf17/overview,KOR,"Seoul, South Korea","Sangju, South Korea",1997.12.02,1997.0,12.0,2.0,2015.0,159.0,72.0,"5'11""",71.0,,Right-Handed,Two-Handed Backhand
5235,kf27,rob-kilderry,Rob,Kilderry,http://www.atpworldtour.com/en/players/rob-kilderry/kf27/overview,AUS,,,,,,,,,,,,,Ambidextrous,
5236,kf18,jorge-kon,Jorge,Kon,http://www.atpworldtour.com/en/players/jorge-kon/kf18/overview,ARG,,,,,,,,,,,,,Ambidextrous,
5237,kf15,young-seok-kim,Young Seok,Kim,http://www.atpworldtour.com/en/players/young-seok-kim/kf15/overview,KOR,,,1995.05.12,1995.0,5.0,12.0,,,,,,,Left-Handed,Two-Handed Backhand
5238,kf28,lornie-kuhle,Lornie,Kuhle,http://www.atpworldtour.com/en/players/lornie-kuhle/kf28/overview,USA,,,,,,,,,,,,,Ambidextrous,
5239,kf29,adolf-kreinberg,Adolf,Kreinberg,http://www.atpworldtour.com/en/players/adolf-kreinberg/kf29/overview,,,,,,,,,,,,,,,
5240,kf37,isao-kobayashi,Isao,Kobayashi,http://www.atpworldtour.com/en/players/isao-kobayashi/kf37/overview,JPN,,,1941.11.21,1941.0,11.0,21.0,,,,,,,,
5241,kf38,ichizo-konishi,Ichizo,Konishi,http://www.atpworldtour.com/en/players/ichizo-konishi/kf38/overview,,,,1939.03.15,1939.0,3.0,15.0,,,,,,,,
5242,kf44,nicholas-kourides,Nicholas,Kourides,http://www.atpworldtour.com/en/players/nicholas-kourides/kf44/overview,USA,,,,,,,,,,,,,,
5243,kf45,douglas-kelso,Douglas,Kelso,http://www.atpworldtour.com/en/players/douglas-kelso/kf45/overview,AUS,,,,,,,,,,,,,,
5244,kf50,lee-kantrow,Lee,Kantrow,http://www.atpworldtour.com/en/players/lee-kantrow/kf50/overview,USA,,,,,,,,,,,,,,
5245,kf49,john-keller,John,Keller,http://www.atpworldtour.com/en/players/john-keller/kf49/overview,AUS,,,,,,,,,,,,,,
5246,kf52,geoffrey-knox,Geoffrey,Knox,http://www.atpworldtour.com/en/players/geoffrey-knox/kf52/overview,AUS,,,,,,,,,,,,,Ambidextrous,
5247,kf56,clive-kileff,Clive,Kileff,http://www.atpworldtour.com/en/players/clive-kileff/kf56/overview,ZIM,,,1942.08.28,1942.0,8.0,28.0,,,,,,,,
5248,kf51,naresh-kumar,Naresh,Kumar,http://www.atpworldtour.com/en/players/naresh-kumar/kf51/overview,IND,,,1928.12.22,1928.0,12.0,22.0,,,,,,,,
5249,kf57,senaka-kumara,Senaka,Kumara,http://www.atpworldtour.com/en/players/senaka-kumara/kf57/overview,SRI,,,,,,,,,,,,,Ambidextrous,
5250,kf59,john-karabasz,John,Karabasz,http://www.atpworldtour.com/en/players/john-karabasz/kf59/overview,USA,,,,,,,,,,,,,,
5251,kf58,zoltan-katona,Zoltan,Katona,http://www.atpworldtour.com/en/players/zoltan-katona/kf58/overview,HUN,,,,,,,,,,,,,,
5252,kf60,norman-kitovitz,Norman,Kitovitz,http://www.atpworldtour.com/en/players/norman-kitovitz/kf60/overview,GBR,,,,,,,,,,,,,,
5253,kf61,gaetan-koenig,Gaetan,Koenig,http://www.atpworldtour.com/en/players/gaetan-koenig/kf61/overview,RSA,,,1934.11.07,1934.0,11.0,7.0,,,,,,,,
5254,kf63,richard-keeton,Richard,Keeton,http://www.atpworldtour.com/en/players/richard-keeton/kf63/overview,USA,,,,,,,,,,,,,,
5255,kf65,krishna-kumar,Krishna,Kumar,http://www.atpworldtour.com/en/players/krishna-kumar/kf65/overview,IND,,,,,,,,,,,,,,
5256,kf64,shail-kumar,Shail,Kumar,http://www.atpworldtour.com/en/players/shail-kumar/kf64/overview,USA,,,,,,,,,,,,,,
5257,kf66,kamilo-keretic,Kamilo,Keretic,http://www.atpworldtour.com/en/players/kamilo-keretic/kf66/overview,YUG,,,,,,,,,,,,,,
5258,kf73,jano-krajcik,Jano,Krajcik,http://www.atpworldtour.com/en/players/jano-krajcik/kf73/overview,CZE,,,1924.01.16,1924.0,1.0,16.0,,,,,,,,
5259,kf72,kosei-kamo,Kosei,Kamo,http://www.atpworldtour.com/en/players/kosei-kamo/kf72/overview,JPN,,,1932.05.10,1932.0,5.0,10.0,,,,,,,,
5260,kf74,frederick-kipping,Frederick,Kipping,http://www.atpworldtour.com/en/players/frederick-kipping/kf74/overview,GBR,,,,,,,,,,,,,,
5261,kf62,butch-krikorian,Butch,Krikorian,http://www.atpworldtour.com/en/players/butch-krikorian/kf62/overview,USA,,,1922.06.13,1922.0,6.0,13.0,,,,,,,,
5262,kf77,william-kuross,William,Kuross,http://www.atpworldtour.com/en/players/william-kuross/kf77/overview,USA,,,,,,,,,,,,,,
5263,kf75,basil-katz,Basil,Katz,http://www.atpworldtour.com/en/players/basil-katz/kf75/overview,RHO,,,,,,,,,,,,,,
5264,kf76,johann-kupferburger,Johann,Kupferburger,http://www.atpworldtour.com/en/players/johann-kupferburger/kf76/overview,RSA,,,,,,,,,,,,,,
5265,kf78,frederick-krais,Frederick,Krais,http://www.atpworldtour.com/en/players/frederick-krais/kf78/overview,USA,,,,,,,,,,,,,,
5266,kf79,edward-kauder,Edward,Kauder,http://www.atpworldtour.com/en/players/edward-kauder/kf79/overview,USA,,,1927.02.27,1927.0,2.0,27.0,,,,,,,,
5267,kf80,robert-kerdasha,Robert,Kerdasha,http://www.atpworldtour.com/en/players/robert-kerdasha/kf80/overview,USA,,,,,,,,,,,,,,
5268,kf81,warren-kennedy,Warren,Kennedy,http://www.atpworldtour.com/en/players/warren-kennedy/kf81/overview,AUS,,,,,,,,,,,,,,
5269,kf82,ludwig-krijt,Ludwig,Krijt,http://www.atpworldtour.com/en/players/ludwig-krijt/kf82/overview,NED,,,,,,,,,,,,,,
5270,kf83,cyril-kemp,Cyril,Kemp,http://www.atpworldtour.com/en/players/cyril-kemp/kf83/overview,IRL,,,1915.06.12,1915.0,6.0,12.0,,,,,,,,
5271,kf86,edward-kilgus,Edward,Kilgus,http://www.atpworldtour.com/en/players/edward-kilgus/kf86/overview,USA,,,,,,,,,,,,,,
5272,kf85,daniel-kerznerman,Daniel,Kerznerman,http://www.atpworldtour.com/en/players/daniel-kerznerman/kf85/overview,USA,,,1996.02.22,1996.0,2.0,22.0,,,,,,,Ambidextrous,
5273,kf87,reijin-kamo,Reijin,Kamo,http://www.atpworldtour.com/en/players/reijin-kamo/kf87/overview,JPN,,,,,,,,,,,,,,
5274,kf88,donald-kaiser,Donald,Kaiser,http://www.atpworldtour.com/en/players/donald-kaiser/kf88/overview,USA,,,,,,,,,,,,,,
5275,kf91,jiro-kumamaru,Jiro,Kumamaru,http://www.atpworldtour.com/en/players/jiro-kumamaru/kf91/overview,JPN,,,1921.09.26,1921.0,9.0,26.0,,,,,,,,
5276,kf90,andre-kalman,Andre,Kalman,http://www.atpworldtour.com/en/players/andre-kalman/kf90/overview,GBR,,,,,,,,,,,,,,
5277,kf89,masanobu-kimura,Masanobu,Kimura,http://www.atpworldtour.com/en/players/masanobu-kimura/kf89/overview,JPN,,,1923.01.21,1923.0,1.0,21.0,,,,,,,,
5278,kf92,jack-kerr,Jack,Kerr,http://www.atpworldtour.com/en/players/jack-kerr/kf92/overview,USA,,,,,,,,,,,,,,
5279,kf93,reg-kaley,Reg,Kaley,http://www.atpworldtour.com/en/players/reg-kaley/kf93/overview,GBR,,,,,,,,,,,,,,
5280,kf94,mirek-kizlink,Mirek,Kizlink,http://www.atpworldtour.com/en/players/mirek-kizlink/kf94/overview,GBR,,,1918.10.31,1918.0,10.0,31.0,,,,,,,,
5281,kf95,bent-kozeluh,Bent,Kozeluh,http://www.atpworldtour.com/en/players/bent-kozeluh/kf95/overview,DEN,,,,,,,,,,,,,,
5282,kf96,jan-kozeluh,Jan,Kozeluh,http://www.atpworldtour.com/en/players/jan-kozeluh/kf96/overview,CZE,,,1904.01.29,1904.0,1.0,29.0,,,,,,,,
5283,kf97,ahmed-hasan-khokhar,Ahmed-Hasan,Khokhar,http://www.atpworldtour.com/en/players/ahmed-hasan-khokhar/kf97/overview,PAK,,,,,,,,,,,,,,
5284,kf99,finn-rune-karlsen,Finn Rune,Karlsen,http://www.atpworldtour.com/en/players/finn-rune-karlsen/kf99/overview,NOR,,,,,,,,,,,,,,
5285,kf98,franjo-kukuljevic,Franjo,Kukuljevic,http://www.atpworldtour.com/en/players/franjo-kukuljevic/kf98/overview,YUG,,,,,,,,,,,,,,
5286,kg00,l-kryt,L.,Kryt,http://www.atpworldtour.com/en/players/l-kryt/kg00/overview,NED,,,,,,,,,,,,,,
5287,kg01,abel-kay,Abel,Kay,http://www.atpworldtour.com/en/players/abel-kay/kg01/overview,AUS,,,,,,,,,,,,,,
5288,kg02,fa-knight,F.A.,Knight,http://www.atpworldtour.com/en/players/fa-knight/kg02/overview,AUS,,,,,,,,,,,,,,
5289,kg03,vernon-kirby,Vernon,Kirby,http://www.atpworldtour.com/en/players/vernon-kirby/kg03/overview,RSA,,,1911.07.22,1911.0,7.0,22.0,,,,,,,,
5290,kg04,barclay-kingman,Barclay,Kingman,http://www.atpworldtour.com/en/players/barclay-kingman/kg04/overview,USA,,,,,,,,,,,,,,
5291,kg05,karl-kamrath,Karl,Kamrath,http://www.atpworldtour.com/en/players/karl-kamrath/kg05/overview,USA,,,,,,,,,,,,,,
5292,kg06,bob-kelleher,Bob,Kelleher,http://www.atpworldtour.com/en/players/bob-kelleher/kg06/overview,USA,,,,,,,,,,,,,,
5293,kg07,takeo-kuwabara,Takeo,Kuwabara,http://www.atpworldtour.com/en/players/takeo-kuwabara/kg07/overview,JPN,,,1908.03.31,1908.0,3.0,31.0,,,,,,,,
5294,kg08,heinrich-kleinschroth,Heinrich,Kleinschroth,http://www.atpworldtour.com/en/players/heinrich-kleinschroth/kg08/overview,GER,,,1890.03.15,1890.0,3.0,15.0,,,,,,,,
5295,kg09,m-krasny,M.,Krasny,http://www.atpworldtour.com/en/players/m-krasny/kg09/overview,CZE,,,,,,,,,,,,,,
5296,kg11,noel-kirkby,Noel,Kirkby,http://www.atpworldtour.com/en/players/noel-kirkby/kg11/overview,AUS,,,,,,,,,,,,,,
5297,kg10,jack-kramer,Jack,Kramer,http://www.atpworldtour.com/en/players/jack-kramer/kg10/overview,USA,"Bel Air, CA, U.S.A.","Las Vegas, NA, U.S.A.",1921.08.01,1921.0,8.0,1.0,,,,"6'2""",74.0,188.0,,
5298,kg12,ghaus-mohammed-khan,Ghaus Mohammed,Khan,http://www.atpworldtour.com/en/players/ghaus-mohammed-khan/kg12/overview,IND,,,,,,,,,,,,,,
5299,kg13,sin-khie-kho,Sin-Khie,Kho,http://www.atpworldtour.com/en/players/sin-khie-kho/kg13/overview,CHN,,,1912.09.02,1912.0,9.0,2.0,,,,,,,,
5300,kg15,robert-kimbrell,Robert,Kimbrell,http://www.atpworldtour.com/en/players/robert-kimbrell/kg15/overview,USA,,,,,,,,,,,,,,
5301,kg17,gayle-kellogg,Gayle,Kellogg,http://www.atpworldtour.com/en/players/gayle-kellogg/kg17/overview,USA,,,,,,,,,,,,,,
5302,kg27,strong-kirchheimer,Strong,Kirchheimer,http://www.atpworldtour.com/en/players/strong-kirchheimer/kg27/overview,USA,"Cary, North Carolina",Highland Park,1995.04.26,1995.0,4.0,26.0,,175.0,79.0,"6'1""",73.0,,Ambidextrous,
5303,kg31,bob-kring,Bob,Kring,http://www.atpworldtour.com/en/players/bob-kring/kg31/overview,USA,,,,,,,,,,,,,,
5304,kg28,aleksei-khomich,Aleksei,Khomich,http://www.atpworldtour.com/en/players/aleksei-khomich/kg28/overview,BLR,Belarus,"Minsk, Belarus",1997.01.10,1997.0,1.0,10.0,,176.0,80.0,"6'3""",75.0,,Ambidextrous,Two-Handed Backhand
5305,kg37,francis-kovacs,Francis,Kovacs,http://www.atpworldtour.com/en/players/francis-kovacs/kg37/overview,USA,,,,,,,,,,,,,,
5306,kg39,marvin-kantrowitz,Marvin,Kantrowitz,http://www.atpworldtour.com/en/players/marvin-kantrowitz/kg39/overview,USA,,,,,,,,,,,,,,
5307,kg40,thomas-kelly,Thomas,Kelly,http://www.atpworldtour.com/en/players/thomas-kelly/kg40/overview,USA,,,,,,,,,,,,,,
5308,kg38,lawrence-krieger,Lawrence,Krieger,http://www.atpworldtour.com/en/players/lawrence-krieger/kg38/overview,USA,,,,,,,,,,,,,,
5309,kg41,robert-kamrath,Robert,Kamrath,http://www.atpworldtour.com/en/players/robert-kamrath/kg41/overview,USA,,,,,,,,,,,,,,
5310,kg43,v-kelly,V.,Kelly,http://www.atpworldtour.com/en/players/v-kelly/kg43/overview,AUS,,,,,,,,,,,,,,
5311,kg42,benjamin-kay,Benjamin,Kay,http://www.atpworldtour.com/en/players/benjamin-kay/kg42/overview,AUS,,,,,,,,,,,,,,
5312,kg53,alexander-klintcharov,Alexander,Klintcharov,http://www.atpworldtour.com/en/players/alexander-klintcharov/kg53/overview,NZL,,,1996.08.25,1996.0,8.0,25.0,,,,,,,Right-Handed,
5313,kg56,yasumine-kuramitsu,Yasumine,Kuramitsu,http://www.atpworldtour.com/en/players/yasumine-kuramitsu/kg56/overview,JPN,,,,,,,,,,,,,,
5314,kg57,willem-karsten,Willem,Karsten,http://www.atpworldtour.com/en/players/willem-karsten/kg57/overview,NED,,,,,,,,,,,,,,
5315,kg58,leonard-king,Leonard,King,http://www.atpworldtour.com/en/players/leonard-king/kg58/overview,AUS,,,,,,,,,,,,,,
5316,kg59,engelbert-koch,Engelbert,Koch,http://www.atpworldtour.com/en/players/engelbert-koch/kg59/overview,GER,,,,,,,,,,,,,,
5317,kg60,g-kendall,G.,Kendall,http://www.atpworldtour.com/en/players/g-kendall/kg60/overview,AUS,,,,,,,,,,,,,,
5318,kg62,josef-knottenbelt,Josef,Knottenbelt,http://www.atpworldtour.com/en/players/josef-knottenbelt/kg62/overview,NED,,,,,,,,,,,,,,
5319,kg61,percy-kynaston,Percy,Kynaston,http://www.atpworldtour.com/en/players/percy-kynaston/kg61/overview,USA,,,,,,,,,,,,,,
5320,kg63,charles-kingsley,Charles,Kingsley,http://www.atpworldtour.com/en/players/charles-kingsley/kg63/overview,GBR,,,,,,,,,,,,,,
5321,kg64,john-kitson,John,Kitson,http://www.atpworldtour.com/en/players/john-kitson/kg64/overview,RSA,,,,,,,,,,,,,,
5322,kg65,ody-koopman,Ody,Koopman,http://www.atpworldtour.com/en/players/ody-koopman/kg65/overview,NED,,,1902.07.19,1902.0,7.0,19.0,,,,,,,,
5323,kg69,herbert-kinzl,Herbert,Kinzl,http://www.atpworldtour.com/en/players/herbert-kinzl/kg69/overview,AUT,,,,,,,,,,,,,,
5324,kg70,minoru-kawachi,Minoru,Kawachi,http://www.atpworldtour.com/en/players/minoru-kawachi/kg70/overview,JPN,,,1908.08.07,1908.0,8.0,7.0,,,,,,,,
5325,kg71,p-kunkel,P.,Kunkel,http://www.atpworldtour.com/en/players/p-kunkel/kg71/overview,,,,,,,,,,,,,,,
5326,kg74,francis-kalms,Francis,Kalms,http://www.atpworldtour.com/en/players/francis-kalms/kg74/overview,AUS,,,,,,,,,,,,,,
5327,kg75,u-kramet,U.,Kramet,http://www.atpworldtour.com/en/players/u-kramet/kg75/overview,USA,,,,,,,,,,,,,,
5328,kg73,g-king,G.,King,http://www.atpworldtour.com/en/players/g-king/kg73/overview,,,,,,,,,,,,,,,
5329,kg76,dh-kleinman,D.H.,Kleinman,http://www.atpworldtour.com/en/players/dh-kleinman/kg76/overview,GER,,,,,,,,,,,,,,
5330,kg78,oskar-kreuzer,Oskar,Kreuzer,http://www.atpworldtour.com/en/players/oskar-kreuzer/kg78/overview,GER,,,1887.06.14,1887.0,6.0,14.0,,,,,,,,
5331,kg83,unknown-krishen,Unknown,Krishen,http://www.atpworldtour.com/en/players/unknown-krishen/kg83/overview,,,,,,,,,,,,,,,
5332,kg77,algernon-kingscote,Algernon,Kingscote,http://www.atpworldtour.com/en/players/algernon-kingscote/kg77/overview,GBR,,Bangalore,1888.12.03,1888.0,12.0,3.0,,,,,,,,
5333,kg84,edward-kleinadel,Edward,Kleinadel,http://www.atpworldtour.com/en/players/edward-kleinadel/kg84/overview,POL,,,,,,,,,,,,,,
5334,kg86,wen-kelly,W.E.N.,Kelly,http://www.atpworldtour.com/en/players/wen-kelly/kg86/overview,GBR,,,,,,,,,,,,,,
5335,kg87,e-kingroberts,E.,King-Roberts,http://www.atpworldtour.com/en/players/e-kingroberts/kg87/overview,AUS,,,,,,,,,,,,,,
5336,kg85,howard-kinsey,Howard,Kinsey,http://www.atpworldtour.com/en/players/howard-kinsey/kg85/overview,USA,,,,,,,,,,,,,,
5337,kg88,hooi-hye-khoo,Hooi-Hye,Khoo,http://www.atpworldtour.com/en/players/hooi-hye-khoo/kg88/overview,CHN,,,,,,,,,,,,,,
5338,kg90,e-kuhn,E.,Kuhn,http://www.atpworldtour.com/en/players/e-kuhn/kg90/overview,,,,,,,,,,,,,,,
5339,kg91,paul-kong,Paul,Kong,http://www.atpworldtour.com/en/players/paul-kong/kg91/overview,CHN,,,,,,,,,,,,,,
5340,kg89,h-kelleher,H.,Kelleher,http://www.atpworldtour.com/en/players/h-kelleher/kg89/overview,,,,,,,,,,,,,,,
5341,kg92,robert-kinsey,Robert,Kinsey,http://www.atpworldtour.com/en/players/robert-kinsey/kg92/overview,,,,,,,,,,,,,,,
5342,kh01,wt-knight,W.T.,Knight,http://www.atpworldtour.com/en/players/wt-knight/kh01/overview,USA,,,,,,,,,,,,,,
5343,kg93,d-kingdon,D.,Kingdon,http://www.atpworldtour.com/en/players/d-kingdon/kg93/overview,,,,,,,,,,,,,,,
5344,kh00,harold-king,Harold,King,http://www.atpworldtour.com/en/players/harold-king/kh00/overview,,,,,,,,,,,,,,,
5345,kh02,d-kiefer,D.,Kiefer,http://www.atpworldtour.com/en/players/d-kiefer/kh02/overview,,,,,,,,,,,,,,,
5346,kh03,seiichiro-kashio,Seiichiro,Kashio,http://www.atpworldtour.com/en/players/seiichiro-kashio/kh03/overview,JPN,,,1892.01.02,1892.0,1.0,2.0,,,,,,,,
5347,kh05,l-kamber,L.,Kamber,http://www.atpworldtour.com/en/players/l-kamber/kh05/overview,,,,,,,,,,,,,,,
5348,kh04,ichiya-kumagai,Ichiya,Kumagai,http://www.atpworldtour.com/en/players/ichiya-kumagai/kh04/overview,JPN,,,,,,,,,,,,,,
5349,kh06,r-kirkland,R.,Kirkland,http://www.atpworldtour.com/en/players/r-kirkland/kh06/overview,,,,,,,,,,,,,,,
5350,kh08,r-kidston,R.,Kidston,http://www.atpworldtour.com/en/players/r-kidston/kh08/overview,,,,,,,,,,,,,,,
5351,kh07,l-knox,L.,Knox,http://www.atpworldtour.com/en/players/l-knox/kh07/overview,,,,,,,,,,,,,,,
5352,kh09,h-kirkpatrick,H.,Kirkpatrick,http://www.atpworldtour.com/en/players/h-kirkpatrick/kh09/overview,,,,,,,,,,,,,,,
5353,kh10,h-keresey,H.,Keresey,http://www.atpworldtour.com/en/players/h-keresey/kh10/overview,,,,,,,,,,,,,,,
5354,kh12,a-kidder,A.,Kidder,http://www.atpworldtour.com/en/players/a-kidder/kh12/overview,,,,,,,,,,,,,,,
